Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-03-23,SbvwLAPozH,DhkjvJNsNR,pUOGt8OajB,Sit Up,10,0.0,fake_id_398
2021-02-09,sl5Nnf0AKV,erjFOF21dc,5KZnQcHxFe,Reverse Barbell Curl,12,12.700601464197913,fake_id_394
2021-10-14,H3pcVSb3cs,516XLLabVp,VH8IkVQ6uj,Scapular Pull Up,12,0.0,fake_id_418
2021-05-03,bplQm719gS,omtypRFVyt,szNv36FqIM,Power Clean,8,29.483539113316585,fake_id_402
2021-02-26,i151VAtFCM,fxXbcxfkLt,rOsdIJiBr6,Exercise Ball Crunch,12,13.607787283069193,fake_id_403
2021-01-21,N8W5AmVL6i,djuvlRHUvb,Ve9DLuLJpm,Dumbbell Rear Delt Raise,16,3.4019468207672983,fake_id_440
2021-07-21,rIyCGhWl4w,9fptvki4pW,DAubhsil5d,Barbell Hip Thrust,12,61.235042773811365,fake_id_402
2021-06-15,DLGhG9f7Lw,xPS7RzoOGm,hV9GSeJo6c,Bent Over Barbell Row,10,49.895220037920375,fake_id_396
2021-03-26,GUrt8tnoZl,uHBREgyju0,vkkRwwW4na,Step Up,10,0.0,fake_id_422
2021-05-17,jWSNG3pBC2,HpJxPvuCBP,jWzDqqHWJ7,Dumbbell Clean,10,4.535929094356398,fake_id_409
2021-03-31,ZlFH6zX1Io,ewEcdHovom,XopS3MJOhk,Hanging Leg Raise,14,0.0,fake_id_419
2021-08-10,MManNc9MWM,qfkBJ4A5eQ,5qPg0TYvPy,Dead Bug,23,0.0,fake_id_408
2021-01-20,yf8NygmmVF,G1mxtZtEs5,chzAIDJUhE,Back Squat,10,25.0,fake_id_398
2021-04-28,ruYB5WmxL6,k4ivWt2zuv,RUKUjJTtfv,Barbell Glute Bridge,10,43.091326396385774,fake_id_420
2021-07-12,BlyXABBJv9,AF7Qq7XK2r,bHir5oQK2E,Air Squats,15,13.607787283069193,fake_id_406
2021-06-02,NFPinCzOXh,xPS7RzoOGm,GVptWAGEMm,Bent Over Barbell Row,8,74.84283005688056,fake_id_410
2021-05-07,UAZQWmuMYL,QFhUumXlvb,qFbt0IxPeu,Reverse Grip Barbell Bent Over Row,15,35.0,fake_id_428
2021-08-01,i3hB05ugS8,G1mxtZtEs5,hgtwGYzCcM,Back Squat,10,106.59433371737533,fake_id_412
2021-07-22,KOauJaZQjs,nNMm3ywt6H,2iX5eNVho1,Pike Push Up,9,0.0,fake_id_406
2021-04-19,sZ3Ch39hZP,UQBXLgsfXN,dQEaRNLAHo,Dumbbell Shrug,15,13.607787283069193,fake_id_395
2021-07-29,XLlEXwpIoO,QFhUumXlvb,aHg4pARNQQ,Reverse Grip Barbell Bent Over Row,6,43.091326396385774,fake_id_396
2021-06-29,yWT9lbwkMf,UThEK7cf4f,4RlTvzyMIx,Machine Fly,10,72.57486550970236,fake_id_425
2021-05-27,dz343BZV9Y,9VAkz3bNl4,MgkVsxiIi1,Decline Push Up,13,0.0,fake_id_396
2021-10-27,vdaUkwTboh,N6zu9IJNBz,NbVWhSUrdv,Leg Raise,7,0.0,fake_id_418
2021-11-04,0ZbclIC0zC,gALxFFZcI4,VUV8NbI9E2,Dumbbell Decline Bench Press,15,3.4019468207672983,fake_id_409
2021-02-15,tFyh2O8w2G,UThEK7cf4f,gBmXK2HxBF,Machine Fly,12,58.96707822663317,fake_id_410
2021-01-11,SakKqR4E4p,zJlvUiMLou,QDk3jHCTmv,Barbell Incline Bench Press,10,47.62725549074217,fake_id_396
2021-04-28,3D7KsSHkwi,G1mxtZtEs5,UZ5fpwkZhl,Back Squat,15,61.235042773811365,fake_id_425
2021-11-12,rT6k68lB0i,dFycDkJyHe,vCAcGVsoG6,Dumbbell Shoulder Raise,6,6.8038936415345965,fake_id_416
2021-06-10,xSQC1Kw0wY,58REE5sJU1,fDQ8mRDxRM,Russian Twist,22,13.607787283069193,fake_id_410
2021-08-14,nOTMHz9Wic,cDYgx7gYHz,0ZjypQcaO5,Tate Press,13,11.339822735890994,fake_id_406
2021-02-02,IQtOHjH9cN,dFycDkJyHe,YPCb1WFbb7,Dumbbell Shoulder Raise,8,4.535929094356398,fake_id_417
2021-06-28,3zxmoU7hAV,dFycDkJyHe,GEH4UYeXCg,Dumbbell Shoulder Raise,4,4.535929094356398,fake_id_417
2021-05-24,Aez5meUoDx,BTmBzxhAmZ,wwpsT5EDpy,Dumbbell Pullover,10,11.339822735890994,fake_id_432
2021-07-02,RWDYeYqPjj,AF7Qq7XK2r,WOSETnKoiR,Air Squats,20,0.0,fake_id_433
2021-06-07,oR939bZOxD,QFhUumXlvb,x6GBhVG5xN,Reverse Grip Barbell Bent Over Row,10,43.091326396385774,fake_id_410
2021-10-17,TCvfZGSYBE,erjFOF21dc,50Gj0yfSUK,Reverse Barbell Curl,12,22.67964547178199,fake_id_431
2021-08-05,fMNBfMY1aH,AF7Qq7XK2r,zw4opAjsiC,Air Squats,10,0.0,fake_id_399
2021-04-18,tdZvqBLNLb,djuvlRHUvb,i67FA7NEL4,Dumbbell Rear Delt Raise,10,5.669911367945497,fake_id_432
2021-06-10,DiEwHjDiOA,UThEK7cf4f,DG2RPJSiVN,Machine Fly,17,40.82336184920758,fake_id_436
2021-02-16,TmyWLD3Jem,EAjKaB5zWy,KFz3jf3hk2,Dumbbell Kickbacks,12,6.8038936415345965,fake_id_400
2021-06-13,g0SJ9QuJe0,pGKwaDfr6n,UAxKwc0Od1,Glute Ham Raise Situp,10,6.8038936415345965,fake_id_433
2021-02-17,cEbHiFPGnE,G1mxtZtEs5,8XJrDaB0pu,Back Squat,10,92.98654643430615,fake_id_426
2021-09-22,Udfv1ITEOh,G1mxtZtEs5,9lLqS4pFCB,Back Squat,4,104.32636917019714,fake_id_435
2021-07-28,sWPuhmRCps,k3yxx2a6oz,QhodXCXA5Y,Seated Machine Calf Press,12,86.18265279277155,fake_id_427
2021-08-16,xL21MDIcef,4IMiKZHvCG,oLygDAByb3,Shotgun Row,15,13.607787283069193,fake_id_393
2021-06-28,J0N3Tv4DjN,aIzmfLklht,69qFVBRURW,Dumbbell Step Up,13,3.4019468207672983,fake_id_409
2021-07-26,RPUTjoKzNj,AOQBAQ8rXC,i1GCBEIKry,Pendlay Row,6,30.0,fake_id_398
2021-03-26,ZADXNVK8SU,uHBREgyju0,hpAGBBduVy,Step Up,12,18.14371637742559,fake_id_433
2021-06-01,Bva57kabzZ,3GvUTFN8up,aOzgEHO6FV,Calf Raise,20,6.8038936415345965,fake_id_432
2021-02-25,TOBrHrLGDo,zJlvUiMLou,Q2SNhTpnRz,Barbell Incline Bench Press,10,52.16318458509857,fake_id_415
2021-04-19,YPEeANrnOR,EAjKaB5zWy,gwwmfBEsBg,Dumbbell Kickbacks,10,9.071858188712795,fake_id_448
2021-08-15,3chs0yMM2J,xPS7RzoOGm,VPm7B2VZs8,Bent Over Barbell Row,10,43.091326396385774,fake_id_396
2021-01-11,hJcnArEDKk,qfkBJ4A5eQ,95Gudfscnx,Dead Bug,10,0.0,fake_id_434
2021-09-03,SgvL7ImNBP,k3yxx2a6oz,u8tEZ2qJGK,Seated Machine Calf Press,15,77.11079460405875,fake_id_429
2021-04-23,Bb3mOzZEOk,DdtF1OFcuQ,Po40ik6CWG,Tricep Push Up,16,0.0,fake_id_419
2021-04-07,Dzp38UtGNu,06kzIMnTzR,35luzDlUP6,Oblique Crunch,21,0.0,fake_id_410
2021-03-18,l0QGaHwzBm,9VAkz3bNl4,mpY3rbUf5f,Decline Push Up,5,0.0,fake_id_398
2021-10-29,o0dSRDdmRN,58REE5sJU1,WpjU3drYYe,Russian Twist,15,4.535929094356398,fake_id_406
2021-08-31,EgN2u8HRQu,BN1DjSE1Zi,ta8Em4Z6J0,Romanian Deadlift,12,61.235042773811365,fake_id_396
2021-08-24,mTWv8Iqx9R,243X43p1XP,bejhme39t0,Seated Leg Curl,10,38.55539730202938,fake_id_440
2021-06-14,l6QLL1JzZv,EAjKaB5zWy,FCtQYmFnRb,Dumbbell Kickbacks,14,5.443114913227677,fake_id_399
2021-03-23,N0rg5B2Wr4,zJlvUiMLou,FfoDnIEsoT,Barbell Incline Bench Press,6,30.163928477470044,fake_id_394
2021-10-11,h8H9FIVOT0,G1mxtZtEs5,kgsdtsFCe4,Back Squat,7,63.50300732098956,fake_id_401
2021-05-26,DW4L8jzDw3,EAjKaB5zWy,sPEfwtKHlM,Dumbbell Kickbacks,16,6.8038936415345965,fake_id_422
2021-03-29,0JCB2BZvDO,DdtF1OFcuQ,KKwK7D5iM4,Tricep Push Up,9,0.0,fake_id_412
2021-06-30,QoDH3aODOB,UThEK7cf4f,QJl768LfLE,Machine Fly,8,40.82336184920758,fake_id_411
2021-03-30,GCOMnBMN8l,N6zu9IJNBz,2eEwB5EBwl,Leg Raise,9,0.0,fake_id_398
2021-02-05,ADJGH6i2zQ,HpJxPvuCBP,fQnsCC01Oe,Dumbbell Clean,8,5.669911367945497,fake_id_422
2021-07-08,9AOE9KIDDq,UQBXLgsfXN,GX5GPpVITW,Dumbbell Shrug,20,29.483539113316585,fake_id_430
2021-02-18,57fZkOTvYT,AF7Qq7XK2r,JznQQHGO9u,Air Squats,25,0.0,fake_id_420
2021-02-25,L21reUBaBr,r4bOO0fDTv,wbTUOeAsVn,Plank,0,0.0,fake_id_431
2021-01-05,TrlGy0FLKz,oCzmU1KcYe,sWgp0PKBF7,Cable Shoulder Internal Rotation,10,6.8038936415345965,fake_id_396
2021-10-28,18CJjNOeys,UQBXLgsfXN,4NhJXvuvsb,Dumbbell Shrug,15,20.41168092460379,fake_id_413
2021-04-10,FePHeRG1Ly,otjt26R0oL,bJNL9g1rBW,Barbell Shoulder Press,12,34.01946820767298,fake_id_392
2021-06-08,TRYZ2LLPA2,y2Gg0PEzd8,4JJqOq2jHD,Preacher Curl,15,24.947610018960187,fake_id_415
2021-10-22,vEN3yOuAGf,dldAGWTRYw,VLT2ng5A3b,Forward Stability Ball Plank,0,0.0,fake_id_397
2021-09-20,ejanYvZAEO,DdtF1OFcuQ,pnEpIr0JCv,Tricep Push Up,15,0.0,fake_id_400
2021-01-09,72x0E3duCZ,UQBXLgsfXN,01cwlAccja,Dumbbell Shrug,15,27.215574566138386,fake_id_415
2021-07-25,n08Hb8ANoZ,dFycDkJyHe,9VJwkpFXva,Dumbbell Shoulder Raise,8,4.535929094356398,fake_id_440
2021-09-21,uiD2LRZR5T,k3yxx2a6oz,mr8muvqpUD,Seated Machine Calf Press,8,72.57486550970236,fake_id_403
2021-10-20,GTTLbx6fod,O0VUqHDOIO,SrtdQTayfA,TRX Swimmer Pull,15,0.0,fake_id_406
2021-06-03,WiE8kcp3zq,EAjKaB5zWy,GGenPmB2cu,Dumbbell Kickbacks,8,5.669911367945497,fake_id_445
2021-03-03,Udpt89xamA,ACSgVaipTW,jDje3ftP3e,Dumbbell Squeeze Press,13,9.071858188712795,fake_id_442
2021-02-10,TWYPq9yJfR,wNImc4b4MY,JbwKrp26xp,Leg Curl,15,18.14371637742559,fake_id_402
2021-11-12,46G1QyGo9l,AF7Qq7XK2r,oMqScCzCvm,Air Squats,20,0.0,fake_id_413
2021-03-12,niFMh7Komj,G1mxtZtEs5,yl3h1yJXx8,Back Squat,6,52.16318458509857,fake_id_433
2021-03-17,BtwBVm0xZU,cDYgx7gYHz,9pyrCiqC6c,Tate Press,10,7.5,fake_id_428
2021-08-14,uhzkDNl2SW,C4tOdXyE0R,W0a7isXyns,Cable Hip Abduction,10,10.205840462301895,fake_id_427
2021-08-12,HDEyFrf0gj,N6zu9IJNBz,N0KCQVPDVc,Leg Raise,8,0.0,fake_id_398
2021-03-16,2pdu3hd3ne,QUvE80fdlJ,N178H8IPBb,Tricep Kickback,6,13.607787283069193,fake_id_419
2021-06-07,YK8C4kv1m4,58REE5sJU1,wChfWtqlRG,Russian Twist,22,5.0,fake_id_446
2021-10-08,3BCEGwbriT,uHBREgyju0,EZ9PGAGM9Y,Step Up,10,18.14371637742559,fake_id_435
2021-08-30,0iWsgmQzq2,BN1DjSE1Zi,9goBGFaFTe,Romanian Deadlift,4,90.71858188712795,fake_id_401
2021-04-05,7wCejE9s6W,UQBXLgsfXN,dPcXzIHQKr,Dumbbell Shrug,12,22.67964547178199,fake_id_405
2021-04-07,9OBzNldCg8,9fptvki4pW,xtDo41NR0z,Barbell Hip Thrust,10,83.91468824559335,fake_id_423
2021-07-08,XCrrXO7Y2I,k4ivWt2zuv,R3yCET3ACi,Barbell Glute Bridge,15,22.67964547178199,fake_id_433
2021-02-14,ZGdtQsWMGI,4IMiKZHvCG,DrvlcTh1pv,Shotgun Row,8,31.75150366049478,fake_id_401
2021-03-02,bDqeCIeUQv,243X43p1XP,6Gb9PQr4NF,Seated Leg Curl,5,63.50300732098956,fake_id_396
2021-04-26,Wtkxhzbteb,N6zu9IJNBz,kMqg3qJHgS,Leg Raise,13,0.0,fake_id_398
2021-01-08,rZgmfWJG5A,9fptvki4pW,gPWkjdrWiv,Barbell Hip Thrust,12,63.50300732098956,fake_id_436
2021-05-20,omgf6hio4H,C4tOdXyE0R,LYHj5kYdVW,Cable Hip Abduction,10,2.267964547178199,fake_id_432
2021-02-10,wshV7YPkND,Yw1aA3soIp,y4wbuJpBps,Dumbbell Sumo Squat,9,20.41168092460379,fake_id_401
2021-04-12,vbALVEumH6,otjt26R0oL,cFb8xl45fZ,Barbell Shoulder Press,15,27.215574566138386,fake_id_431
2021-06-22,1HyTCSmS7M,omtypRFVyt,nk7gWwNHPG,Power Clean,5,27.215574566138386,fake_id_431
2021-11-05,rTrnKuKWcm,WoEeZr6Uwx,gaptDGfxGO,Single Arm Lat Pulldown,10,20.41168092460379,fake_id_396
2021-07-15,kvmGtOrrOi,243X43p1XP,sQnZRVP1oz,Seated Leg Curl,6,52.16318458509857,fake_id_431
2021-01-20,B2Yk5l32hB,qfkBJ4A5eQ,oKCVzNCaou,Dead Bug,10,0.0,fake_id_417
2021-02-19,GDxFscAWgr,djuvlRHUvb,nEgmkSglOk,Dumbbell Rear Delt Raise,5,5.669911367945497,fake_id_402
2021-06-03,NzYcKa8NXv,ACSgVaipTW,KeLUbyCEB2,Dumbbell Squeeze Press,11,11.339822735890994,fake_id_402
2021-08-18,uPqjUWD6Qs,xPS7RzoOGm,Qw7y5UaOw3,Bent Over Barbell Row,6,30.0,fake_id_398
2021-10-11,h9fGPHyLes,dOrcZrFXST,4DM5caxzqD,Handle Band Pec Fly,14,0.0,fake_id_396
2021-04-12,lq2fI8HOmI,zJlvUiMLou,oGae2pa7BP,Barbell Incline Bench Press,15,52.16318458509857,fake_id_424
2021-07-12,o5M6D20jd8,zJlvUiMLou,i4Tp0DpV25,Barbell Incline Bench Press,4,36.28743275485118,fake_id_401
2021-03-08,bCEWGfAoqW,xPS7RzoOGm,T4CnKPHIV2,Bent Over Barbell Row,12,36.28743275485118,fake_id_401
2021-08-10,MH92lgOTlz,pM3aRwuufC,r3uvQrZr5N,Stability Ball Hyperextension,19,0.0,fake_id_406
2021-05-14,cj4YetGTEh,pM3aRwuufC,WJRAH6J1rp,Stability Ball Hyperextension,13,0.0,fake_id_422
2021-01-24,3DIwY5cLTf,9VAkz3bNl4,lvqlEF32r7,Decline Push Up,10,0.0,fake_id_434
2021-07-16,7OaFinMdV1,djuvlRHUvb,ZNeg0rZWsf,Dumbbell Rear Delt Raise,11,11.339822735890994,fake_id_412
2021-10-19,nHeu4h40Vu,y2Gg0PEzd8,e3J0fEKKZM,Preacher Curl,15,15.87575183024739,fake_id_416
2021-04-18,SIRx1SpHHW,G1mxtZtEs5,ooesJ3Xebp,Back Squat,3,108.86229826455354,fake_id_430
2021-07-19,k0xGeCrwl5,Yw1aA3soIp,J1gVCEVvra,Dumbbell Sumo Squat,8,13.607787283069193,fake_id_402
2021-10-24,z9ESUEhFLd,omtypRFVyt,SjW26KNLAM,Power Clean,11,29.483539113316585,fake_id_416
2021-02-26,DHX9mcwfu3,wNarovWdLy,MHA1QSV3Kh,Cable Crunch,20,22.67964547178199,fake_id_420
2021-08-19,Kws6KjRgzg,uHBREgyju0,VsUKJqdGrh,Step Up,22,0.0,fake_id_408
2021-02-14,54f9O7Rk2I,djuvlRHUvb,NJ9zVSHCip,Dumbbell Rear Delt Raise,10,11.339822735890994,fake_id_396
2021-07-08,2kj1aQr4MI,dFycDkJyHe,pgRByCDobB,Dumbbell Shoulder Raise,14,2.267964547178199,fake_id_445
2021-04-25,mTkFh5qDQg,aIzmfLklht,7Qd8VfdOyV,Dumbbell Step Up,11,12.473805009480094,fake_id_434
2021-03-05,OGhmkfwqWW,06kzIMnTzR,MCfMjeqiCl,Oblique Crunch,6,0.0,fake_id_399
2021-09-08,7vrFxD1SZl,243X43p1XP,zdAxWwWkLX,Seated Leg Curl,12,45.35929094356398,fake_id_412
2021-02-18,mF1TIKDnLF,fxXbcxfkLt,ez632jw4E5,Exercise Ball Crunch,12,13.607787283069193,fake_id_403
2021-03-13,TAFaovs8EJ,DhkjvJNsNR,FO7QJfTFtE,Sit Up,9,0.0,fake_id_398
2021-09-25,SkCDWfSGMW,aIzmfLklht,woH57qs0Q5,Dumbbell Step Up,14,7.937875915123695,fake_id_427
2021-01-13,yWmcjLPLOh,otjt26R0oL,Bc5VpXwkP6,Barbell Shoulder Press,7,49.895220037920375,fake_id_419
2021-05-24,By21pcaLE2,nNMm3ywt6H,K9jngsjOeN,Pike Push Up,10,0.0,fake_id_406
2021-02-08,23aWMPjNER,k4ivWt2zuv,C3Lvg38Xjh,Barbell Glute Bridge,15,22.67964547178199,fake_id_433
2021-07-05,dqUvvblYNO,58REE5sJU1,iGzR4M1MPq,Russian Twist,18,13.607787283069193,fake_id_410
2021-05-06,bq8B8muE7p,BN1DjSE1Zi,9rK8rtstDo,Romanian Deadlift,10,86.18265279277155,fake_id_412
2021-02-08,23aWMPjNER,9fptvki4pW,VuRCsBjECJ,Barbell Hip Thrust,10,45.35929094356398,fake_id_433
2021-07-29,kHlCKA4LIP,9q2Cdgm0FM,ZxuUk8yvxH,Machine Leg Press,6,104.32636917019714,fake_id_403
2021-09-01,q7nhrKEj3r,3GvUTFN8up,XSFGRw5eoB,Calf Raise,8,27.215574566138386,fake_id_395
2021-03-06,Kkvh3kPR6g,58REE5sJU1,fbFv2AfoaH,Russian Twist,15,4.082336184920758,fake_id_423
2021-08-07,0znU82cOCx,AF7Qq7XK2r,gobqpn5B6N,Air Squats,20,0.0,fake_id_395
2021-02-05,jMlyJ3q9PS,G1mxtZtEs5,8SAtPLVQqO,Back Squat,6,70.30690096252415,fake_id_400
2021-04-20,5tWFov5AKq,Mok6zwcCl9,Ec2svROiMz,Cable Upright Row,10,45.35929094356398,fake_id_425
2021-02-11,wUBPrAiSm3,BTmBzxhAmZ,7cK3a5zaCn,Dumbbell Pullover,13,11.339822735890994,fake_id_396
2021-09-07,E5Ofwu4ONg,k3yxx2a6oz,2tcGO8JKaz,Seated Machine Calf Press,10,63.50300732098956,fake_id_410
2021-01-10,hi6stvBfXa,fxXbcxfkLt,JeFhB6eSWK,Exercise Ball Crunch,25,0.0,fake_id_408
2021-10-25,KD3166wa7d,mXEVvIJ5nf,xgHBlMeXF8,Standing Hip Adduction,10,4.535929094356398,fake_id_414
2021-10-06,zGIwykNxvY,9VAkz3bNl4,jy2fHEG5lB,Decline Push Up,12,0.0,fake_id_432
2021-05-31,I9LzJXJsjv,KVt5QRq9Hx,bUrYne2KTy,Side Laterals to Front Raise,16,2.267964547178199,fake_id_432
2021-01-20,yf8NygmmVF,erjFOF21dc,FCnEqW8Ja1,Reverse Barbell Curl,4,20.0,fake_id_398
2021-02-15,SUeSMVYT2i,G1mxtZtEs5,BZofXVoWbw,Back Squat,4,90.71858188712795,fake_id_429
2021-04-10,esB8IAl7GS,58REE5sJU1,GwaxIZBtUv,Russian Twist,15,18.14371637742559,fake_id_410
2021-07-12,4CjK2Y5vRS,HggeHLeipS,k5fUgClt7P,Cable Double Bicep Curl,15,7.9,fake_id_407
2021-08-02,QH35o03txq,9VAkz3bNl4,Z4WLLzQHxs,Decline Push Up,11,0.0,fake_id_393
2021-03-13,Ec4x3ZxIHo,EAjKaB5zWy,R0fTk99gDt,Dumbbell Kickbacks,15,11.339822735890994,fake_id_408
2021-02-06,n2hg3Syv58,qfkBJ4A5eQ,GpAjYI5XGx,Dead Bug,27,0.0,fake_id_408
2021-08-27,YWMC66ZLu2,djuvlRHUvb,57WmuBWu4Z,Dumbbell Rear Delt Raise,10,4.535929094356398,fake_id_402
2021-08-09,Plscz1cUOn,olwH9a4pKv,72H6LrywQ1,Knee Raise,15,0.0,fake_id_397
2021-04-23,IJ4n1FsPb9,9fptvki4pW,xIKvo5p3Ak,Barbell Hip Thrust,12,52.16318458509857,fake_id_420
2021-04-19,Qx4x99COF0,fxXbcxfkLt,i3B1ezIoBO,Exercise Ball Crunch,22,0.0,fake_id_400
2021-02-22,1GOCj1lgO3,G1mxtZtEs5,idyU4jsqIL,Back Squat,10,43.091326396385774,fake_id_402
2021-06-18,2v8CCUtPp1,xPS7RzoOGm,mskn6KqmOw,Bent Over Barbell Row,20,29.483539113316585,fake_id_430
2021-03-14,xDQBVVhrYN,Gx6Z2fevPD,fDPeO6D5EE,Incline Dumbbell Row,7,11.339822735890994,fake_id_401
2021-03-18,NMNjaZtu8s,DdtF1OFcuQ,voD0zgdG3R,Tricep Push Up,10,0.0,fake_id_402
2021-08-14,uhzkDNl2SW,C4tOdXyE0R,5qeWe8vkQc,Cable Hip Abduction,10,10.205840462301895,fake_id_427
2021-05-12,cBGUxg2c3m,GbK7ZSbRC6,nboSwC2vVO,Kettlebell Sumo High Pull,9,15.87575183024739,fake_id_422
2021-09-14,oMnVaH184z,erjFOF21dc,I2aP2nhoxF,Reverse Barbell Curl,10,24.947610018960187,fake_id_396
2021-11-03,68YYSb9NhY,PZ2ogZtiY4,DV7qmmzV66,TRX Pulse Lunges,6,0.0,fake_id_420
2021-06-21,j1KMIRfRAX,otjt26R0oL,oSYjZUOKc8,Barbell Shoulder Press,10,9.071858188712795,fake_id_432
2021-08-24,sVBOOgVGbl,UThEK7cf4f,cLeD91DFzn,Machine Fly,15,58.96707822663317,fake_id_410
2021-07-17,Bkg19eh6w6,G1mxtZtEs5,X4BUhLMtVR,Back Squat,10,74.84283005688056,fake_id_415
2021-03-19,1PPknpz9yW,BN1DjSE1Zi,ZgbGbv30DV,Romanian Deadlift,8,79.37875915123695,fake_id_429
2021-08-26,JxuIyC25CE,G1mxtZtEs5,yieBgiRcfB,Back Squat,5,133.80990828351372,fake_id_430
2021-02-02,IQtOHjH9cN,erjFOF21dc,qkKewFNEUu,Reverse Barbell Curl,12,9.071858188712795,fake_id_417
2021-09-08,2abqeybESX,y2Gg0PEzd8,DUwYHPHXSR,Preacher Curl,22,15.87575183024739,fake_id_415
2021-01-20,YYj0oUnF0h,AF7Qq7XK2r,UXCg42hWh1,Air Squats,17,4.535929094356398,fake_id_423
2021-01-20,zgCSoca8OW,w5njIJMJHb,KSj1pTlimg,Kettlebell Upright Row,16,6.8038936415345965,fake_id_449
2021-04-29,POjgPXZhGd,EAjKaB5zWy,R2WWUzl0Ih,Dumbbell Kickbacks,11,4.535929094356398,fake_id_409
2021-01-13,2oorJ5TtEs,EAjKaB5zWy,6gOSkcw20X,Dumbbell Kickbacks,10,13.607787283069193,fake_id_448
2021-04-24,O0TJySYUDS,otjt26R0oL,AsMzAKi4ri,Barbell Shoulder Press,10,43.091326396385774,fake_id_396
2021-01-08,hP6vDSoUcr,zJlvUiMLou,3RBgwwnPXa,Barbell Incline Bench Press,3,81.64672369841516,fake_id_400
2021-03-26,5DPQvVFSN1,243X43p1XP,Dk4pHE6gPg,Seated Leg Curl,10,49.895220037920375,fake_id_392
2021-03-12,l2M8wcGlNh,9VAkz3bNl4,Fpi6oLu4Eb,Decline Push Up,15,0.0,fake_id_395
2021-02-18,57fZkOTvYT,AF7Qq7XK2r,9SUgMR5hka,Air Squats,25,0.0,fake_id_420
2021-02-02,1AtzHm0UNE,EAjKaB5zWy,ARdAePBYfc,Dumbbell Kickbacks,10,5.669911367945497,fake_id_402
2021-08-10,EAdCTiSR1V,djuvlRHUvb,kVUPaRJJiG,Dumbbell Rear Delt Raise,10,6.8038936415345965,fake_id_430
2021-02-09,ZptAmNEMxj,58REE5sJU1,G5Bl8A86sS,Russian Twist,20,4.535929094356398,fake_id_426
2021-09-16,KTQBCVcGjr,k3yxx2a6oz,PbfoTEtywg,Seated Machine Calf Press,7,54.43114913227677,fake_id_435
2021-07-12,o5M6D20jd8,zJlvUiMLou,hkPKj1w7fR,Barbell Incline Bench Press,4,36.28743275485118,fake_id_401
2021-08-28,lQ4huzykR4,5hsZsuO5vt,6kNpoMJWVg,Single Leg Hip Thrust,8,0.0,fake_id_415
2021-07-29,jOdAG7oCUZ,AkKyo5MAvA,7fOh98HwlN,Kettlebell Front Squat,8,20.003447306111713,fake_id_402
2021-07-27,SGJtI8cIC6,Gx6Z2fevPD,NBLH7Pamfx,Incline Dumbbell Row,10,17.00973410383649,fake_id_429
2021-06-02,Ng9MSOY9Qn,pGKwaDfr6n,BAIg1uZBOB,Glute Ham Raise Situp,10,4.535929094356398,fake_id_433
2021-10-11,88R7kifWXa,243X43p1XP,3aPEddalgC,Seated Leg Curl,10,40.82336184920758,fake_id_397
2021-08-26,k4xUSApQat,7wof3tzAVY,1CJx5M5qiq,Smith Machine Stiff-Legged Deadlift,15,18.14371637742559,fake_id_432
2021-09-25,Sl4VuuS8xS,DdtF1OFcuQ,IlQMwEIGt5,Tricep Push Up,10,0.0,fake_id_420
2021-09-22,K0rBOE0lgq,pM3aRwuufC,iuKRFJL7mw,Stability Ball Hyperextension,13,0.0,fake_id_422
2021-11-01,OOtB7NIhLF,ewEcdHovom,SWhN1PWUVE,Hanging Leg Raise,8,0.0,fake_id_402
2021-10-12,Tbyv4xavBU,UQBXLgsfXN,ywL9PtMmAy,Dumbbell Shrug,20,31.75150366049478,fake_id_413
2021-09-15,UR6vedgFkB,otjt26R0oL,VlmMddTygk,Barbell Shoulder Press,4,22.67964547178199,fake_id_394
2021-07-15,md3r4N17Nv,r4bOO0fDTv,mMPu0FzhHa,Plank,0,0.0,fake_id_398
2021-10-17,XyANAh5nAu,1sQqqUqJyp,gsK8eKSPPi,Frog Pump,26,0.0,fake_id_395
2021-06-19,fZnYsHrAuY,QUvE80fdlJ,WQFXBTvR8W,Tricep Kickback,10,6.8038936415345965,fake_id_403
2021-07-16,QkEc9FdPsT,Gx6Z2fevPD,yFWiUiA7qM,Incline Dumbbell Row,12,4.535929094356398,fake_id_443
2021-09-21,CmhuVLgU4l,ewEcdHovom,0PxMjSohhg,Hanging Leg Raise,10,0.0,fake_id_424
2021-03-12,yc4ETBDuQI,omtypRFVyt,rSUN0HGGTX,Power Clean,7,47.62725549074217,fake_id_408
2021-07-20,7VQf6HZre8,k3yxx2a6oz,93lFT2MoX8,Seated Machine Calf Press,15,40.82336184920758,fake_id_410
2021-11-06,7hOOIefZmw,omtypRFVyt,U2CTdSkkua,Power Clean,6,43.091326396385774,fake_id_395
2021-05-30,qlgmz3gWfM,erjFOF21dc,DZrsn1Hi9k,Reverse Barbell Curl,7,24.947610018960187,fake_id_392
2021-07-15,b2cWilZL6U,erjFOF21dc,M18XS7NHUt,Reverse Barbell Curl,12,18.14371637742559,fake_id_423
2021-03-16,aG6cZYNOxz,erjFOF21dc,pw6jSY4mKZ,Reverse Barbell Curl,10,15.87575183024739,fake_id_402
2021-05-28,PL5Ty2aBNN,ewEcdHovom,cEZoDQ3YCi,Hanging Leg Raise,12,0.0,fake_id_403
